Date,Market,Crop,Price
2024-01-18,Shivamogga,Brinjal,36.97
2024-01-18,Shivamogga,Cauliflower,39.45
2024-01-18,Hassan,Tomato,41.11
2024-01-18,Hassan,Onion,28.06
2024-01-18,Hassan,Potato,27.95
2024-01-18,Hassan,Rice,47.5
2024-01-18,Hassan,Wheat,45.64
2024-01-18,Hassan,Maize,29.71
2024-01-18,Hassan,Carrot,43.9
2024-01-18,Hassan,Cabbage,22.63
2024-01-18,Hassan,Chilli,68.68
2024-01-18,Hassan,Beans,52.45
2024-01-18,Hassan,Brinjal,35.42
2024-01-18,Hassan,Cauliflower,45.67
2024-01-18,Tumakuru,Tomato,33.77
2024-01-18,Tumakuru,Onion,28.61
2024-01-18,Tumakuru,Potato,23.89
2024-01-18,Tumakuru,Rice,51.04
2024-01-18,Tumakuru,Wheat,41.32
2024-01-18,Tumakuru,Maize,32.69
2024-01-18,Tumakuru,Carrot,41.07
2024-01-18,Tumakuru,Cabbage,19.45
2024-01-18,Tumakuru,Chilli,66.26
2024-01-18,Tumakuru,Beans,50.5
2024-01-18,Tumakuru,Brinjal,33.25
2024-01-18,Tumakuru,Cauliflower,42.88
2024-01-18,Chikkamagaluru,Tomato,35.52
2024-01-18,Chikkamagaluru,Onion,34.01
2024-01-18,Chikkamagaluru,Potato,30.98
2024-01-18,Chikkamagaluru,Rice,56.35
2024-01-18,Chikkamagaluru,Wheat,45.82
2024-01-18,Chikkamagaluru,Maize,31.5
2024-01-18,Chikkamagaluru,Carrot,39.01
2024-01-18,Chikkamagaluru,Cabbage,25.51
2024-01-18,Chikkamagaluru,Chilli,71.29
2024-01-18,Chikkamagaluru,Beans,53.26
2024-01-18,Chikkamagaluru,Brinjal,36.95
2024-01-18,Chikkamagaluru,Cauliflower,47.49
2024-01-18,Kalaburagi,Tomato,31.54
2024-01-18,Kalaburagi,Onion,29.63
2024-01-18,Kalaburagi,Potato,25.47
2024-01-18,Kalaburagi,Rice,44.51
2024-01-18,Kalaburagi,Wheat,45.39
2024-01-18,Kalaburagi,Maize,26.59
2024-01-18,Kalaburagi,Carrot,37.69
2024-01-18,Kalaburagi,Cabbage,17.51
2024-01-18,Kalaburagi,Chilli,65.64
2024-01-18,Kalaburagi,Beans,50.96
2024-01-18,Kalaburagi,Brinjal,35.22
2024-01-18,Kalaburagi,Cauliflower,40.47
2024-01-19,Bangalore,Tomato,36.74
2024-01-19,Bangalore,Onion,31.82
2024-01-19,Bangalore,Potato,30.02
2024-01-19,Bangalore,Rice,55.4
2024-01-19,Bangalore,Wheat,43.22
2024-01-19,Bangalore,Maize,31.33
2024-01-19,Bangalore,Carrot,44.54
2024-01-19,Bangalore,Cabbage,27.24
2024-01-19,Bangalore,Chilli,68.6
2024-01-19,Bangalore,Beans,60.23
2024-01-19,Bangalore,Brinjal,37.04
2024-01-19,Bangalore,Cauliflower,41.64
2024-01-19,Mysore,Tomato,35.74
2024-01-19,Mysore,Onion,27.2
2024-01-19,Mysore,Potato,26.95
2024-01-19,Mysore,Rice,51.32
2024-01-19,Mysore,Wheat,45.39
2024-01-19,Mysore,Maize,34.76
2024-01-19,Mysore,Carrot,42.05
2024-01-19,Mysore,Cabbage,27.31
2024-01-19,Mysore,Chilli,68.79
2024-01-19,Mysore,Beans,52.94
2024-01-19,Mysore,Brinjal,36.67
2024-01-19,Mysore,Cauliflower,42.6
2024-01-19,Hubli,Tomato,40.51
2024-01-19,Hubli,Onion,29.89
2024-01-19,Hubli,Potato,23.96
2024-01-19,Hubli,Rice,54.71
2024-01-19,Hubli,Wheat,49.16
2024-01-19,Hubli,Maize,33.48
2024-01-19,Hubli,Carrot,38.43
2024-01-19,Hubli,Cabbage,25.52
2024-01-19,Hubli,Chilli,69.28
2024-01-19,Hubli,Beans,55.75
2024-01-19,Hubli,Brinjal,41.35
2024-01-19,Hubli,Cauliflower,47.42
2024-01-19,Mangalore,Tomato,44.0
2024-01-19,Mangalore,Onion,30.58
2024-01-19,Mangalore,Potato,32.41
2024-01-19,Mangalore,Rice,54.07
2024-01-19,Mangalore,Wheat,46.45
2024-01-19,Mangalore,Maize,36.99
2024-01-19,Mangalore,Carrot,45.63
2024-01-19,Mangalore,Cabbage,31.16
2024-01-19,Mangalore,Chilli,72.69
2024-01-19,Mangalore,Beans,53.66
2024-01-19,Mangalore,Brinjal,36.06
2024-01-19,Mangalore,Cauliflower,43.62
2024-01-19,Belagavi,Tomato,34.84
2024-01-19,Belagavi,Onion,28.01
2024-01-19,Belagavi,Potato,29.84
2024-01-19,Belagavi,Rice,51.58
2024-01-19,Belagavi,Wheat,46.55
2024-01-19,Belagavi,Maize,33.53
2024-01-19,Belagavi,Carrot,40.85
2024-01-19,Belagavi,Cabbage,27.14
2024-01-19,Belagavi,Chilli,65.18
2024-01-19,Belagavi,Beans,55.82
2024-01-19,Belagavi,Brinjal,38.45
2024-01-19,Belagavi,Cauliflower,41.74
2024-01-19,Ballari,Tomato,34.0
2024-01-19,Ballari,Onion,28.62
2024-01-19,Ballari,Potato,22.15
2024-01-19,Ballari,Rice,50.99
2024-01-19,Ballari,Wheat,42.82
2024-01-19,Ballari,Maize,29.65
2024-01-19,Ballari,Carrot,39.6
2024-01-19,Ballari,Cabbage,25.2
2024-01-19,Ballari,Chilli,66.97
2024-01-19,Ballari,Beans,49.05
2024-01-19,Ballari,Brinjal,36.11
2024-01-19,Ballari,Cauliflower,42.36
2024-01-19,Davanagere,Tomato,40.3
2024-01-19,Davanagere,Onion,26.99
2024-01-19,Davanagere,Potato,23.21
2024-01-19,Davanagere,Rice,50.0
2024-01-19,Davanagere,Wheat,44.15
2024-01-19,Davanagere,Maize,33.4
2024-01-19,Davanagere,Carrot,39.0
2024-01-19,Davanagere,Cabbage,26.46
2024-01-19,Davanagere,Chilli,69.45
2024-01-19,Davanagere,Beans,51.48
2024-01-19,Davanagere,Brinjal,38.19
2024-01-19,Davanagere,Cauliflower,44.14
2024-01-19,Shivamogga,Tomato,35.84
2024-01-19,Shivamogga,Onion,35.15
2024-01-19,Shivamogga,Potato,27.71
2024-01-19,Shivamogga,Rice,53.79
2024-01-19,Shivamogga,Wheat,47.29
2024-01-19,Shivamogga,Maize,30.86
2024-01-19,Shivamogga,Carrot,38.54
2024-01-19,Shivamogga,Cabbage,27.77
2024-01-19,Shivamogga,Chilli,66.67
2024-01-19,Shivamogga,Beans,58.62
2024-01-19,Shivamogga,Brinjal,39.7
2024-01-19,Shivamogga,Cauliflower,39.76
2024-01-19,Hassan,Tomato,39.98
2024-01-19,Hassan,Onion,28.7
2024-01-19,Hassan,Potato,23.04
2024-01-19,Hassan,Rice,52.22
2024-01-19,Hassan,Wheat,45.14
2024-01-19,Hassan,Maize,29.14
2024-01-19,Hassan,Carrot,40.17
2024-01-19,Hassan,Cabbage,23.41
2024-01-19,Hassan,Chilli,67.52
2024-01-19,Hassan,Beans,55.06
2024-01-19,Hassan,Brinjal,35.47
2024-01-19,Hassan,Cauliflower,40.57
2024-01-19,Tumakuru,Tomato,33.35
2024-01-19,Tumakuru,Onion,30.12
2024-01-19,Tumakuru,Potato,27.31
2024-01-19,Tumakuru,Rice,47.35
2024-01-19,Tumakuru,Wheat,43.6
2024-01-19,Tumakuru,Maize,27.88
2024-01-19,Tumakuru,Carrot,42.43
2024-01-19,Tumakuru,Cabbage,21.48
2024-01-19,Tumakuru,Chilli,66.3
2024-01-19,Tumakuru,Beans,52.59
2024-01-19,Tumakuru,Brinjal,32.73
2024-01-19,Tumakuru,Cauliflower,44.97
2024-01-19,Chikkamagaluru,Tomato,42.38
2024-01-19,Chikkamagaluru,Onion,32.95
2024-01-19,Chikkamagaluru,Potato,31.84
2024-01-19,Chikkamagaluru,Rice,54.45
2024-01-19,Chikkamagaluru,Wheat,45.88
2024-01-19,Chikkamagaluru,Maize,33.1
2024-01-19,Chikkamagaluru,Carrot,41.85
2024-01-19,Chikkamagaluru,Cabbage,28.29
2024-01-19,Chikkamagaluru,Chilli,67.69
2024-01-19,Chikkamagaluru,Beans,53.15
2024-01-19,Chikkamagaluru,Brinjal,37.51
2024-01-19,Chikkamagaluru,Cauliflower,44.54
2024-01-19,Kalaburagi,Tomato,37.74
2024-01-19,Kalaburagi,Onion,24.96
2024-01-19,Kalaburagi,Potato,25.96
2024-01-19,Kalaburagi,Rice,51.38
2024-01-19,Kalaburagi,Wheat,45.16
2024-01-19,Kalaburagi,Maize,26.08
2024-01-19,Kalaburagi,Carrot,37.25
2024-01-19,Kalaburagi,Cabbage,19.78
2024-01-19,Kalaburagi,Chilli,67.28
2024-01-19,Kalaburagi,Beans,50.14
2024-01-19,Kalaburagi,Brinjal,33.95
2024-01-19,Kalaburagi,Cauliflower,35.59
2024-01-20,Bangalore,Tomato,37.21
2024-01-20,Bangalore,Onion,33.12
2024-01-20,Bangalore,Potato,27.04
2024-01-20,Bangalore,Rice,53.59
2024-01-20,Bangalore,Wheat,46.32
2024-01-20,Bangalore,Maize,35.34
2024-01-20,Bangalore,Carrot,42.55
2024-01-20,Bangalore,Cabbage,28.79
2024-01-20,Bangalore,Chilli,67.17
2024-01-20,Bangalore,Beans,59.81
2024-01-20,Bangalore,Brinjal,40.69
2024-01-20,Bangalore,Cauliflower,42.57
2024-01-20,Mysore,Tomato,33.66
2024-01-20,Mysore,Onion,29.89
2024-01-20,Mysore,Potato,24.47
2024-01-20,Mysore,Rice,49.38
2024-01-20,Mysore,Wheat,47.32
2024-01-20,Mysore,Maize,35.62
2024-01-20,Mysore,Carrot,44.21
2024-01-20,Mysore,Cabbage,20.62
2024-01-20,Mysore,Chilli,68.86
2024-01-20,Mysore,Beans,57.4
2024-01-20,Mysore,Brinjal,38.42
2024-01-20,Mysore,Cauliflower,39.44
2024-01-20,Hubli,Tomato,38.84
2024-01-20,Hubli,Onion,29.51
2024-01-20,Hubli,Potato,27.54
2024-01-20,Hubli,Rice,48.09
2024-01-20,Hubli,Wheat,49.58
2024-01-20,Hubli,Maize,35.3
2024-01-20,Hubli,Carrot,38.35
2024-01-20,Hubli,Cabbage,28.98
2024-01-20,Hubli,Chilli,71.78
2024-01-20,Hubli,Beans,55.76
2024-01-20,Hubli,Brinjal,39.21
2024-01-20,Hubli,Cauliflower,42.59
2024-01-20,Mangalore,Tomato,44.4
2024-01-20,Mangalore,Onion,30.29
2024-01-20,Mangalore,Potato,26.37
2024-01-20,Mangalore,Rice,50.67
2024-01-20,Mangalore,Wheat,50.17
2024-01-20,Mangalore,Maize,32.2
2024-01-20,Mangalore,Carrot,44.15
2024-01-20,Mangalore,Cabbage,27.09
2024-01-20,Mangalore,Chilli,74.32
2024-01-20,Mangalore,Beans,55.5
2024-01-20,Mangalore,Brinjal,37.69
2024-01-20,Mangalore,Cauliflower,44.13
2024-01-20,Belagavi,Tomato,41.01
2024-01-20,Belagavi,Onion,33.21
2024-01-20,Belagavi,Potato,29.49
2024-01-20,Belagavi,Rice,50.15
2024-01-20,Belagavi,Wheat,43.78
2024-01-20,Belagavi,Maize,30.2
2024-01-20,Belagavi,Carrot,39.23
2024-01-20,Belagavi,Cabbage,27.85
2024-01-20,Belagavi,Chilli,69.28
2024-01-20,Belagavi,Beans,52.85
2024-01-20,Belagavi,Brinjal,34.92
2024-01-20,Belagavi,Cauliflower,43.33
2024-01-20,Ballari,Tomato,34.86
2024-01-20,Ballari,Onion,28.89
2024-01-20,Ballari,Potato,28.32
2024-01-20,Ballari,Rice,46.27
2024-01-20,Ballari,Wheat,41.07
2024-01-20,Ballari,Maize,28.73
2024-01-20,Ballari,Carrot,35.57
2024-01-20,Ballari,Cabbage,19.87
2024-01-20,Ballari,Chilli,67.09
2024-01-20,Ballari,Beans,55.22
2024-01-20,Ballari,Brinjal,36.18
2024-01-20,Ballari,Cauliflower,36.93
2024-01-20,Davanagere,Tomato,40.29
2024-01-20,Davanagere,Onion,29.23
2024-01-20,Davanagere,Potato,23.34
2024-01-20,Davanagere,Rice,48.59
2024-01-20,Davanagere,Wheat,43.45
2024-01-20,Davanagere,Maize,32.71
2024-01-20,Davanagere,Carrot,42.02
2024-01-20,Davanagere,Cabbage,22.69
2024-01-20,Davanagere,Chilli,71.53
2024-01-20,Davanagere,Beans,50.86
2024-01-20,Davanagere,Brinjal,35.84
2024-01-20,Davanagere,Cauliflower,42.22
2024-01-20,Shivamogga,Tomato,40.59
2024-01-20,Shivamogga,Onion,29.61
2024-01-20,Shivamogga,Potato,27.3
2024-01-20,Shivamogga,Rice,54.04
2024-01-20,Shivamogga,Wheat,42.72
2024-01-20,Shivamogga,Maize,29.7
2024-01-20,Shivamogga,Carrot,44.25
2024-01-20,Shivamogga,Cabbage,29.47
2024-01-20,Shivamogga,Chilli,65.65
2024-01-20,Shivamogga,Beans,58.2
2024-01-20,Shivamogga,Brinjal,36.58
2024-01-20,Shivamogga,Cauliflower,44.65
2024-01-20,Hassan,Tomato,38.76
2024-01-20,Hassan,Onion,31.26
2024-01-20,Hassan,Potato,24.68
2024-01-20,Hassan,Rice,53.11
2024-01-20,Hassan,Wheat,40.78
2024-01-20,Hassan,Maize,29.12
2024-01-20,Hassan,Carrot,43.83
2024-01-20,Hassan,Cabbage,24.15
2024-01-20,Hassan,Chilli,64.64
2024-01-20,Hassan,Beans,57.85
2024-01-20,Hassan,Brinjal,39.24
2024-01-20,Hassan,Cauliflower,41.26
2024-01-20,Tumakuru,Tomato,32.95
2024-01-20,Tumakuru,Onion,29.29
2024-01-20,Tumakuru,Potato,22.95
2024-01-20,Tumakuru,Rice,50.2
2024-01-20,Tumakuru,Wheat,46.18
2024-01-20,Tumakuru,Maize,30.77
2024-01-20,Tumakuru,Carrot,35.84
2024-01-20,Tumakuru,Cabbage,25.07
2024-01-20,Tumakuru,Chilli,63.99
2024-01-20,Tumakuru,Beans,51.32
2024-01-20,Tumakuru,Brinjal,33.1
2024-01-20,Tumakuru,Cauliflower,39.85
2024-01-20,Chikkamagaluru,Tomato,42.67
2024-01-20,Chikkamagaluru,Onion,28.88
2024-01-20,Chikkamagaluru,Potato,29.56
2024-01-20,Chikkamagaluru,Rice,50.57
2024-01-20,Chikkamagaluru,Wheat,44.97
2024-01-20,Chikkamagaluru,Maize,33.9
2024-01-20,Chikkamagaluru,Carrot,43.01
2024-01-20,Chikkamagaluru,Cabbage,23.09
2024-01-20,Chikkamagaluru,Chilli,67.84
2024-01-20,Chikkamagaluru,Beans,53.7
2024-01-20,Chikkamagaluru,Brinjal,36.2
2024-01-20,Chikkamagaluru,Cauliflower,47.68
2024-01-20,Kalaburagi,Tomato,34.81
2024-01-20,Kalaburagi,Onion,28.65
2024-01-20,Kalaburagi,Potato,26.02
2024-01-20,Kalaburagi,Rice,49.97
2024-01-20,Kalaburagi,Wheat,45.52
2024-01-20,Kalaburagi,Maize,31.86
2024-01-20,Kalaburagi,Carrot,36.48
2024-01-20,Kalaburagi,Cabbage,21.96
2024-01-20,Kalaburagi,Chilli,64.48
2024-01-20,Kalaburagi,Beans,54.91
2024-01-20,Kalaburagi,Brinjal,33.63
2024-01-20,Kalaburagi,Cauliflower,38.71
2024-01-21,Bangalore,Tomato,37.13
2024-01-21,Bangalore,Onion,31.24
2024-01-21,Bangalore,Potato,26.44
2024-01-21,Bangalore,Rice,55.85
2024-01-21,Bangalore,Wheat,48.92
2024-01-21,Bangalore,Maize,31.16
2024-01-21,Bangalore,Carrot,46.62
2024-01-21,Bangalore,Cabbage,26.92
2024-01-21,Bangalore,Chilli,71.82
2024-01-21,Bangalore,Beans,60.68
2024-01-21,Bangalore,Brinjal,42.48
2024-01-21,Bangalore,Cauliflower,41.49
2024-01-21,Mysore,Tomato,38.94
2024-01-21,Mysore,Onion,28.82
2024-01-21,Mysore,Potato,29.22
2024-01-21,Mysore,Rice,54.03
2024-01-21,Mysore,Wheat,41.13
2024-01-21,Mysore,Maize,36.66
2024-01-21,Mysore,Carrot,38.44
2024-01-21,Mysore,Cabbage,27.46
2024-01-21,Mysore,Chilli,70.07
2024-01-21,Mysore,Beans,53.53
2024-01-21,Mysore,Brinjal,39.4
2024-01-21,Mysore,Cauliflower,45.45
2024-01-21,Hubli,Tomato,36.1
2024-01-21,Hubli,Onion,32.43
2024-01-21,Hubli,Potato,30.14
2024-01-21,Hubli,Rice,53.27
2024-01-21,Hubli,Wheat,49.0
2024-01-21,Hubli,Maize,29.91
2024-01-21,Hubli,Carrot,43.29
2024-01-21,Hubli,Cabbage,29.27
2024-01-21,Hubli,Chilli,69.2
2024-01-21,Hubli,Beans,56.19
2024-01-21,Hubli,Brinjal,35.19
2024-01-21,Hubli,Cauliflower,47.59
2024-01-21,Mangalore,Tomato,43.74
2024-01-21,Mangalore,Onion,33.63
2024-01-21,Mangalore,Potato,28.16
2024-01-21,Mangalore,Rice,53.61
2024-01-21,Mangalore,Wheat,44.41
2024-01-21,Mangalore,Maize,33.55
2024-01-21,Mangalore,Carrot,41.44
2024-01-21,Mangalore,Cabbage,27.9
2024-01-21,Mangalore,Chilli,66.69
2024-01-21,Mangalore,Beans,61.03
2024-01-21,Mangalore,Brinjal,37.3
2024-01-21,Mangalore,Cauliflower,42.73
2024-01-21,Belagavi,Tomato,40.42
2024-01-21,Belagavi,Onion,35.04
2024-01-21,Belagavi,Potato,30.44
2024-01-21,Belagavi,Rice,50.28
2024-01-21,Belagavi,Wheat,41.86
2024-01-21,Belagavi,Maize,34.38
2024-01-21,Belagavi,Carrot,45.03
2024-01-21,Belagavi,Cabbage,27.88
2024-01-21,Belagavi,Chilli,71.46
2024-01-21,Belagavi,Beans,58.57
2024-01-21,Belagavi,Brinjal,41.37
2024-01-21,Belagavi,Cauliflower,42.68
2024-01-21,Ballari,Tomato,39.22
2024-01-21,Ballari,Onion,27.85
2024-01-21,Ballari,Potato,21.5
2024-01-21,Ballari,Rice,47.1
2024-01-21,Ballari,Wheat,39.78
2024-01-21,Ballari,Maize,27.95
2024-01-21,Ballari,Carrot,42.28
2024-01-21,Ballari,Cabbage,25.02
2024-01-21,Ballari,Chilli,69.37
2024-01-21,Ballari,Beans,53.88
2024-01-21,Ballari,Brinjal,32.08
2024-01-21,Ballari,Cauliflower,44.44
2024-01-21,Davanagere,Tomato,39.24
2024-01-21,Davanagere,Onion,34.12
2024-01-21,Davanagere,Potato,28.98
2024-01-21,Davanagere,Rice,48.47
2024-01-21,Davanagere,Wheat,45.4
2024-01-21,Davanagere,Maize,30.09
2024-01-21,Davanagere,Carrot,39.14
2024-01-21,Davanagere,Cabbage,26.2
2024-01-21,Davanagere,Chilli,64.71
2024-01-21,Davanagere,Beans,56.52
2024-01-21,Davanagere,Brinjal,40.28
2024-01-21,Davanagere,Cauliflower,46.28
2024-01-21,Shivamogga,Tomato,37.82
2024-01-21,Shivamogga,Onion,35.64
2024-01-21,Shivamogga,Potato,31.41
2024-01-21,Shivamogga,Rice,47.95
2024-01-21,Shivamogga,Wheat,46.51
2024-01-21,Shivamogga,Maize,37.06
2024-01-21,Shivamogga,Carrot,45.43
2024-01-21,Shivamogga,Cabbage,23.45
2024-01-21,Shivamogga,Chilli,69.21
2024-01-21,Shivamogga,Beans,59.18
2024-01-21,Shivamogga,Brinjal,34.81
2024-01-21,Shivamogga,Cauliflower,45.65
2024-01-21,Hassan,Tomato,35.59
2024-01-21,Hassan,Onion,34.55
2024-01-21,Hassan,Potato,24.03
2024-01-21,Hassan,Rice,53.77
2024-01-21,Hassan,Wheat,41.4
2024-01-21,Hassan,Maize,34.36
2024-01-21,Hassan,Carrot,41.8
2024-01-21,Hassan,Cabbage,27.78
2024-01-21,Hassan,Chilli,67.26
2024-01-21,Hassan,Beans,52.81
2024-01-21,Hassan,Brinjal,34.68
2024-01-21,Hassan,Cauliflower,39.23
2024-01-21,Tumakuru,Tomato,34.74
2024-01-21,Tumakuru,Onion,26.55
2024-01-21,Tumakuru,Potato,21.7
2024-01-21,Tumakuru,Rice,48.78
2024-01-21,Tumakuru,Wheat,45.55
2024-01-21,Tumakuru,Maize,35.44
2024-01-21,Tumakuru,Carrot,42.76
2024-01-21,Tumakuru,Cabbage,23.63
2024-01-21,Tumakuru,Chilli,65.72
2024-01-21,Tumakuru,Beans,54.06
2024-01-21,Tumakuru,Brinjal,32.5
2024-01-21,Tumakuru,Cauliflower,41.52
2024-01-21,Chikkamagaluru,Tomato,42.6
2024-01-21,Chikkamagaluru,Onion,33.9
2024-01-21,Chikkamagaluru,Potato,30.18
2024-01-21,Chikkamagaluru,Rice,49.99
2024-01-21,Chikkamagaluru,Wheat,43.28
2024-01-21,Chikkamagaluru,Maize,37.45
2024-01-21,Chikkamagaluru,Carrot,41.05
2024-01-21,Chikkamagaluru,Cabbage,25.24
2024-01-21,Chikkamagaluru,Chilli,73.3
2024-01-21,Chikkamagaluru,Beans,53.28
2024-01-21,Chikkamagaluru,Brinjal,36.05
2024-01-21,Chikkamagaluru,Cauliflower,43.69
2024-01-21,Kalaburagi,Tomato,36.54
2024-01-21,Kalaburagi,Onion,28.06
2024-01-21,Kalaburagi,Potato,26.87
2024-01-21,Kalaburagi,Rice,44.43
2024-01-21,Kalaburagi,Wheat,42.44
2024-01-21,Kalaburagi,Maize,30.6
2024-01-21,Kalaburagi,Carrot,37.55
2024-01-21,Kalaburagi,Cabbage,17.94
2024-01-21,Kalaburagi,Chilli,68.23
2024-01-21,Kalaburagi,Beans,49.01
2024-01-21,Kalaburagi,Brinjal,36.81
2024-01-21,Kalaburagi,Cauliflower,36.94
2024-01-22,Bangalore,Tomato,36.58
2024-01-22,Bangalore,Onion,30.41
2024-01-22,Bangalore,Potato,26.29
2024-01-22,Bangalore,Rice,54.35
2024-01-22,Bangalore,Wheat,48.54
2024-01-22,Bangalore,Maize,36.61
2024-01-22,Bangalore,Carrot,40.89
2024-01-22,Bangalore,Cabbage,25.02
2024-01-22,Bangalore,Chilli,67.67
2024-01-22,Bangalore,Beans,53.17
2024-01-22,Bangalore,Brinjal,39.34
2024-01-22,Bangalore,Cauliflower,47.49
2024-01-22,Mysore,Tomato,35.0
2024-01-22,Mysore,Onion,29.66
2024-01-22,Mysore,Potato,26.19
2024-01-22,Mysore,Rice,49.12
2024-01-22,Mysore,Wheat,46.06
2024-01-22,Mysore,Maize,33.57
2024-01-22,Mysore,Carrot,38.37
2024-01-22,Mysore,Cabbage,20.97
2024-01-22,Mysore,Chilli,65.14
2024-01-22,Mysore,Beans,53.1
2024-01-22,Mysore,Brinjal,33.42
2024-01-22,Mysore,Cauliflower,45.52
2024-01-22,Hubli,Tomato,37.24
2024-01-22,Hubli,Onion,30.95
2024-01-22,Hubli,Potato,27.68
2024-01-22,Hubli,Rice,53.06
2024-01-22,Hubli,Wheat,42.5
2024-01-22,Hubli,Maize,34.12
2024-01-22,Hubli,Carrot,39.25
2024-01-22,Hubli,Cabbage,28.85
2024-01-22,Hubli,Chilli,67.72
2024-01-22,Hubli,Beans,55.33
2024-01-22,Hubli,Brinjal,35.87
2024-01-22,Hubli,Cauliflower,43.49
2024-01-22,Mangalore,Tomato,38.58
2024-01-22,Mangalore,Onion,31.92
2024-01-22,Mangalore,Potato,26.26
2024-01-22,Mangalore,Rice,55.79
2024-01-22,Mangalore,Wheat,49.11
2024-01-22,Mangalore,Maize,32.45
2024-01-22,Mangalore,Carrot,42.52
2024-01-22,Mangalore,Cabbage,28.1
2024-01-22,Mangalore,Chilli,74.53
2024-01-22,Mangalore,Beans,58.49
2024-01-22,Mangalore,Brinjal,40.2
2024-01-22,Mangalore,Cauliflower,48.49
2024-01-22,Belagavi,Tomato,41.32
2024-01-22,Belagavi,Onion,31.12
2024-01-22,Belagavi,Potato,28.05
2024-01-22,Belagavi,Rice,54.7
2024-01-22,Belagavi,Wheat,45.57
2024-01-22,Belagavi,Maize,36.82
2024-01-22,Belagavi,Carrot,41.58
2024-01-22,Belagavi,Cabbage,22.4
2024-01-22,Belagavi,Chilli,71.99
2024-01-22,Belagavi,Beans,57.48
2024-01-22,Belagavi,Brinjal,37.79
2024-01-22,Belagavi,Cauliflower,46.97
2024-01-22,Ballari,Tomato,38.17
2024-01-22,Ballari,Onion,30.19
2024-01-22,Ballari,Potato,25.73
2024-01-22,Ballari,Rice,45.73
2024-01-22,Ballari,Wheat,44.83
2024-01-22,Ballari,Maize,28.15
2024-01-22,Ballari,Carrot,42.64
2024-01-22,Ballari,Cabbage,26.55
2024-01-22,Ballari,Chilli,68.24
2024-01-22,Ballari,Beans,49.78
2024-01-22,Ballari,Brinjal,34.16
2024-01-22,Ballari,Cauliflower,44.67
2024-01-22,Davanagere,Tomato,37.25
2024-01-22,Davanagere,Onion,34.75
2024-01-22,Davanagere,Potato,27.79
2024-01-22,Davanagere,Rice,53.44
2024-01-22,Davanagere,Wheat,42.83
2024-01-22,Davanagere,Maize,36.05
2024-01-22,Davanagere,Carrot,44.08
2024-01-22,Davanagere,Cabbage,21.3
2024-01-22,Davanagere,Chilli,66.87
2024-01-22,Davanagere,Beans,53.95
2024-01-22,Davanagere,Brinjal,35.38
2024-01-22,Davanagere,Cauliflower,40.98
2024-01-22,Shivamogga,Tomato,38.43
2024-01-22,Shivamogga,Onion,34.76
2024-01-22,Shivamogga,Potato,30.06
2024-01-22,Shivamogga,Rice,52.75
2024-01-22,Shivamogga,Wheat,45.95
2024-01-22,Shivamogga,Maize,33.13
2024-01-22,Shivamogga,Carrot,41.08
2024-01-22,Shivamogga,Cabbage,22.95
2024-01-22,Shivamogga,Chilli,69.47
2024-01-22,Shivamogga,Beans,57.84
2024-01-22,Shivamogga,Brinjal,41.29
2024-01-22,Shivamogga,Cauliflower,47.17
2024-01-22,Hassan,Tomato,38.27
2024-01-22,Hassan,Onion,27.58
2024-01-22,Hassan,Potato,25.06
2024-01-22,Hassan,Rice,51.05
2024-01-22,Hassan,Wheat,43.52
2024-01-22,Hassan,Maize,32.06
2024-01-22,Hassan,Carrot,39.83
2024-01-22,Hassan,Cabbage,24.65
2024-01-22,Hassan,Chilli,68.64
2024-01-22,Hassan,Beans,51.07
2024-01-22,Hassan,Brinjal,34.97
2024-01-22,Hassan,Cauliflower,39.92
2024-01-22,Tumakuru,Tomato,37.64
2024-01-22,Tumakuru,Onion,31.32
2024-01-22,Tumakuru,Potato,22.08
2024-01-22,Tumakuru,Rice,52.88
2024-01-22,Tumakuru,Wheat,42.42
2024-01-22,Tumakuru,Maize,29.67
2024-01-22,Tumakuru,Carrot,41.73
2024-01-22,Tumakuru,Cabbage,27.14
2024-01-22,Tumakuru,Chilli,69.94
2024-01-22,Tumakuru,Beans,49.93
2024-01-22,Tumakuru,Brinjal,38.31
2024-01-22,Tumakuru,Cauliflower,40.19
2024-01-22,Chikkamagaluru,Tomato,38.01
2024-01-22,Chikkamagaluru,Onion,32.7
2024-01-22,Chikkamagaluru,Potato,30.34
2024-01-22,Chikkamagaluru,Rice,49.55
2024-01-22,Chikkamagaluru,Wheat,49.72
2024-01-22,Chikkamagaluru,Maize,31.84
2024-01-22,Chikkamagaluru,Carrot,46.56
2024-01-22,Chikkamagaluru,Cabbage,26.31
2024-01-22,Chikkamagaluru,Chilli,72.37
2024-01-22,Chikkamagaluru,Beans,54.92
2024-01-22,Chikkamagaluru,Brinjal,38.1
2024-01-22,Chikkamagaluru,Cauliflower,45.93
2024-01-22,Kalaburagi,Tomato,32.27
2024-01-22,Kalaburagi,Onion,25.46
2024-01-22,Kalaburagi,Potato,26.36
2024-01-22,Kalaburagi,Rice,49.7
2024-01-22,Kalaburagi,Wheat,43.84
2024-01-22,Kalaburagi,Maize,32.71
2024-01-22,Kalaburagi,Carrot,40.34
2024-01-22,Kalaburagi,Cabbage,21.89
2024-01-22,Kalaburagi,Chilli,62.04
2024-01-22,Kalaburagi,Beans,50.26
2024-01-22,Kalaburagi,Brinjal,33.82
